method,seed,task_id,model_family,axis,total_n,valid_primary_n,prompt_n,prompt_set_sha256
kld,5,school_of_reward_hacks,qwen3_8b,capability,200,200,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
kld,5,school_of_reward_hacks,qwen3_8b,unintended_generalization,560,551,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
baseline,5,target_only_no_hallucination,llama31_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
baseline,5,target_only_no_hallucination,llama31_8b,unintended_generalization,480,478,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
freeze_first,5,target_only_no_hallucination,llama31_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
freeze_first,5,target_only_no_hallucination,llama31_8b,unintended_generalization,480,479,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
freeze_last,5,target_only_no_hallucination,llama31_8b,capability,240,238,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
freeze_last,5,target_only_no_hallucination,llama31_8b,unintended_generalization,480,478,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
freeze_second,5,target_only_no_hallucination,llama31_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
freeze_second,5,target_only_no_hallucination,llama31_8b,unintended_generalization,480,475,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
ip,5,target_only_no_hallucination,llama31_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
ip,5,target_only_no_hallucination,llama31_8b,unintended_generalization,480,480,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
kld,5,target_only_no_hallucination,llama31_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
kld,5,target_only_no_hallucination,llama31_8b,unintended_generalization,480,480,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
baseline,5,target_only_no_hallucination,olmo3_7b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
baseline,5,target_only_no_hallucination,olmo3_7b,unintended_generalization,480,480,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
freeze_first,5,target_only_no_hallucination,olmo3_7b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
freeze_first,5,target_only_no_hallucination,olmo3_7b,unintended_generalization,480,476,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
freeze_last,5,target_only_no_hallucination,olmo3_7b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
freeze_last,5,target_only_no_hallucination,olmo3_7b,unintended_generalization,480,479,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
freeze_second,5,target_only_no_hallucination,olmo3_7b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
freeze_second,5,target_only_no_hallucination,olmo3_7b,unintended_generalization,480,480,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
ip,5,target_only_no_hallucination,olmo3_7b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
ip,5,target_only_no_hallucination,olmo3_7b,unintended_generalization,480,480,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
kld,5,target_only_no_hallucination,olmo3_7b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
kld,5,target_only_no_hallucination,olmo3_7b,unintended_generalization,480,480,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
baseline,5,target_only_no_hallucination,qwen3_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
baseline,5,target_only_no_hallucination,qwen3_8b,unintended_generalization,480,479,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
freeze_first,5,target_only_no_hallucination,qwen3_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
freeze_first,5,target_only_no_hallucination,qwen3_8b,unintended_generalization,480,480,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
freeze_last,5,target_only_no_hallucination,qwen3_8b,capability,240,239,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
freeze_last,5,target_only_no_hallucination,qwen3_8b,unintended_generalization,480,479,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
freeze_second,5,target_only_no_hallucination,qwen3_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
freeze_second,5,target_only_no_hallucination,qwen3_8b,unintended_generalization,480,480,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
ip,5,target_only_no_hallucination,qwen3_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
ip,5,target_only_no_hallucination,qwen3_8b,unintended_generalization,480,480,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
kld,5,target_only_no_hallucination,qwen3_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
kld,5,target_only_no_hallucination,qwen3_8b,unintended_generalization,480,480,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
